Time,timeStamp,avgnoise,magRMS,maxnoise,temperature,totalAccel,xtRaccel,xtRv,ytRaccel,ytRv,ztRaccel,ztRv
2024-03-07 02:37:49,1.70978E+12,86.62997,"[{""N"":""515.8798""},{""N"":""723.4637""},{""N"":""1546.264""}]",86.62997,33.9375,3.3,1.409597,6.520362,2.201107,12.30761,2.015517,12.78661
2024-03-07 02:36:48,1.70978E+12,88.23692,"[{""N"":""570.962""},{""N"":""572.1476""},{""N"":""1547.359""}]",88.23692,33.9375,3.27,1.351173,6.348169,2.210443,12.35608,2.000856,12.72505
2024-03-07 02:35:49,1.70978E+12,88.33171,"[{""N"":""582.3426""},{""N"":""567.4885""},{""N"":""1534.74""}]",88.33171,33.9375,3.15,1.20646,5.566691,2.223036,12.73123,1.877904,11.90853
2024-03-07 02:34:48,1.70978E+12,87.59264,"[{""N"":""496.6414""},{""N"":""714.3477""},{""N"":""1529.063""}]",87.59264,33.9375,3.24,1.324674,6.274227,2.179461,12.25542,1.99075,12.62362
2024-03-07 02:33:49,1.70978E+12,86.64781,"[{""N"":""508.2737""},{""N"":""667.31""},{""N"":""1560.177""}]",86.64781,33.9375,3.22,1.326642,5.508596,2.209742,11.8723,1.934763,11.80563
2024-03-07 02:32:48,1.70978E+12,89.83143,"[{""N"":""581.6967""},{""N"":""616.0944""},{""N"":""1550.053""}]",89.83143,33.875,3.25,1.434898,6.840233,2.130671,11.97203,1.993439,12.5517
2024-03-07 02:31:49,1.70978E+12,87.55454,"[{""N"":""538.1859""},{""N"":""671.84""},{""N"":""1520.449""}]",87.55454,33.875,3.11,1.154644,4.211925,2.213249,12.01035,1.853898,11.1736
2024-03-07 02:30:48,1.70978E+12,86.09058,"[{""N"":""574.1718""},{""N"":""560.7601""},{""N"":""1508.177""}]",86.09058,33.8125,3.2,1.274999,6.020341,2.179436,12.01619,1.962229,12.02874
2024-03-07 02:29:49,1.70978E+12,88.15421,"[{""N"":""492.3444""},{""N"":""720.1152""},{""N"":""1485.079""}]",88.15421,33.8125,3.26,1.375923,6.202549,2.200823,12.11844,1.973838,12.42683
2024-03-07 02:28:48,1.70978E+12,88.23617,"[{""N"":""546.3265""},{""N"":""645.9695""},{""N"":""1514.777""}]",88.23617,33.8125,3.3,1.357962,6.144681,2.24349,12.36274,2.000663,12.55323
2024-03-07 02:27:49,1.70978E+12,87.08561,"[{""N"":""477.5381""},{""N"":""695.8051""},{""N"":""1496.094""}]",87.08561,33.75,3.17,1.296905,6.364149,2.115742,11.9528,1.978928,12.42574
2024-03-07 02:26:48,1.70978E+12,88.22607,"[{""N"":""493.3099""},{""N"":""722.3218""},{""N"":""1520.638""}]",88.22607,33.75,3,1.189349,5.182179,2.067268,11.81345,1.817212,11.36147
2024-03-07 02:25:49,1.70978E+12,92.48255,"[{""N"":""525.3547""},{""N"":""583.8802""},{""N"":""1508.323""}]",92.48255,33.75,3.12,1.210136,4.81381,2.189414,12.06037,1.868693,11.61727
2024-03-07 02:24:48,1.70978E+12,89.31123,"[{""N"":""488.3608""},{""N"":""648.7862""},{""N"":""1505.936""}]",89.31123,33.6875,3.35,1.421741,6.331186,2.263104,12.02034,2.016531,12.33246
2024-03-07 02:23:49,1.70978E+12,87.55357,"[{""N"":""579.3114""},{""N"":""567.539""},{""N"":""1509.547""}]",87.55357,33.6875,3.16,1.365535,6.367993,2.088533,11.54802,1.944059,12.1114
2024-03-07 02:22:48,1.70978E+12,88.69854,"[{""N"":""530.0255""},{""N"":""571.0909""},{""N"":""1488.255""}]",88.69854,33.75,3.19,1.394213,6.081735,2.113047,11.50927,1.945605,11.95405
2024-03-07 02:21:49,1.70978E+12,87.30641,"[{""N"":""547.7678""},{""N"":""632.387""},{""N"":""1493.409""}]",87.30641,33.6875,3.18,1.330956,5.978519,2.156876,11.62099,1.923215,12.04985
2024-03-07 02:20:48,1.70978E+12,88.02562,"[{""N"":""556.2742""},{""N"":""557.3683""},{""N"":""1493.661""}]",88.02562,33.6875,3.17,1.329478,6.180911,2.124937,11.8947,1.946098,12.28236
2024-03-07 02:19:49,1.70978E+12,87.11365,"[{""N"":""567.0262""},{""N"":""585.6882""},{""N"":""1486.936""}]",87.11365,33.625,3.01,1.226761,5.361081,2.068182,11.21743,1.816531,11.22716
2024-03-07 02:18:48,1.70978E+12,86.88721,"[{""N"":""509.1669""},{""N"":""598.8284""},{""N"":""1495.508""}]",86.88721,33.625,3.17,1.306873,6.194326,2.129126,11.73488,1.952176,11.95282
2024-03-07 02:17:49,1.70978E+12,87.34821,"[{""N"":""553.8812""},{""N"":""559.3227""},{""N"":""1490.695""}]",87.34821,33.625,3.08,1.284766,5.823733,2.0705,11.67067,1.880584,11.89188
2024-03-07 02:16:48,1.70978E+12,87.35548,"[{""N"":""481.9458""},{""N"":""716.4028""},{""N"":""1499.261""}]",87.35548,33.625,3,1.206037,5.410072,2.050007,10.99987,1.826489,11.1483
2024-03-07 02:15:49,1.70978E+12,88.09756,"[{""N"":""482.7022""},{""N"":""687.4229""},{""N"":""1506.602""}]",88.09756,33.5625,2.95,1.156527,4.471576,2.053619,11.17669,1.773463,10.81345
2024-03-07 02:13:29,1.70978E+12,87.32116,"[{""N"":""548.567""},{""N"":""549.2369""},{""N"":""1476.34""}]",87.32116,33.5625,2.95,1.205325,4.835442,2.050948,10.76551,1.750478,10.55431
2024-03-07 02:12:28,1.70978E+12,87.50538,"[{""N"":""479.2342""},{""N"":""712.9821""},{""N"":""1482.909""}]",87.50538,33.5625,2.9,1.132402,5.29945,1.997022,10.88932,1.775314,10.83006
2024-03-07 02:11:29,1.70978E+12,86.55756,"[{""N"":""482.1562""},{""N"":""665.9098""},{""N"":""1496.747""}]",86.55756,33.5,2.95,1.16568,4.415606,2.083744,11.03657,1.737145,10.4855
2024-03-07 02:10:28,1.70978E+12,88.15214,"[{""N"":""527.3428""},{""N"":""652.9912""},{""N"":""1478.033""}]",88.15214,33.5,3.02,1.236367,5.344051,2.050977,11.58859,1.845835,11.54051
2024-03-07 02:09:29,1.70978E+12,87.84446,"[{""N"":""501.661""},{""N"":""710.3791""},{""N"":""1507.37""}]",87.84446,33.5,2.88,1.122805,4.703026,2.0087,11.00229,1.737076,10.68671
2024-03-07 02:08:28,1.70978E+12,87.11793,"[{""N"":""550.2157""},{""N"":""560.0204""},{""N"":""1490.64""}]",87.11793,33.4375,2.95,1.113316,4.275968,2.07095,11.4182,1.788772,10.88294
2024-03-07 02:07:29,1.70978E+12,88.41628,"[{""N"":""558.2923""},{""N"":""567.0182""},{""N"":""1501.898""}]",88.41628,33.4375,2.98,1.151781,4.544871,2.105013,11.33408,1.768031,10.79577
2024-03-07 02:06:28,1.70978E+12,88.15569,"[{""N"":""505.4099""},{""N"":""699.9052""},{""N"":""1505.296""}]",88.15569,33.4375,2.92,1.163491,4.956749,2.030777,11.15494,1.753714,10.9122
2024-03-07 02:05:29,1.70978E+12,90.93506,"[{""N"":""512.4119""},{""N"":""696.2905""},{""N"":""1504.51""}]",90.93506,33.375,2.96,1.22751,5.48762,1.977038,11.29653,1.822258,11.54608
2024-03-07 02:04:28,1.70978E+12,88.14506,"[{""N"":""546.9714""},{""N"":""559.1387""},{""N"":""1487.881""}]",88.14506,33.375,3,1.139441,5.384309,2.074872,11.60788,1.842299,11.43913
2024-03-07 02:03:29,1.70978E+12,89.51006,"[{""N"":""554.5143""},{""N"":""553.6197""},{""N"":""1488.064""}]",89.51006,33.375,3.1,1.28756,5.841115,2.090703,11.29101,1.899603,11.59323
2024-03-07 02:02:28,1.70978E+12,88.63235,"[{""N"":""487.8099""},{""N"":""723.3679""},{""N"":""1498.425""}]",88.63235,33.3125,3.07,1.300648,5.173698,2.098405,11.23633,1.830494,11.32999
2024-03-07 02:01:29,1.70978E+12,91.83862,"[{""N"":""495.5338""},{""N"":""716.8414""},{""N"":""1525.991""}]",91.83862,33.3125,2.99,1.213526,4.900724,2.061738,11.09276,1.797172,10.85381
2024-03-07 02:00:28,1.70978E+12,88.6834,"[{""N"":""580.1334""},{""N"":""584.6769""},{""N"":""1515.062""}]",88.6834,33.3125,2.89,1.155064,4.412316,2.006297,11.25093,1.731979,10.70376
2024-03-07 01:59:29,1.70978E+12,92.46377,"[{""N"":""502.7338""},{""N"":""698.3708""},{""N"":""1484.864""}]",92.46377,33.3125,3,1.245734,5.29358,2.044734,11.25759,1.808329,11.35294
2024-03-07 01:58:28,1.70978E+12,89.40411,"[{""N"":""565.8729""},{""N"":""556.254""},{""N"":""1494.658""}]",89.40411,33.3125,3.08,1.294019,5.517135,2.073375,11.0222,1.87024,11.32051
2024-03-07 01:57:29,1.70978E+12,88.18492,"[{""N"":""570.9333""},{""N"":""580.9201""},{""N"":""1492.07""}]",88.18492,33.3125,2.94,1.178612,5.022335,2.024518,11.31691,1.770986,11.16583
2024-03-07 01:56:28,1.70978E+12,88.19527,"[{""N"":""489.2332""},{""N"":""617.1039""},{""N"":""1470.513""}]",88.19527,33.25,2.98,1.274325,5.098769,2.017797,10.65033,1.788935,10.82404
2024-03-07 01:55:29,1.70978E+12,90.74809,"[{""N"":""545.162""},{""N"":""557.5912""},{""N"":""1480.898""}]",90.74809,33.25,2.99,1.254096,5.545452,2.026416,11.41072,1.804325,11.32808
2024-03-07 01:54:28,1.70978E+12,89.64136,"[{""N"":""487.2539""},{""N"":""720.4142""},{""N"":""1489.952""}]",89.64136,33.1875,3.03,1.244768,5.097843,2.082893,10.93458,1.820234,10.9772
2024-03-07 01:53:29,1.70978E+12,89.31571,"[{""N"":""481.8152""},{""N"":""717.1921""},{""N"":""1484.75""}]",89.31571,33.1875,3.02,1.240789,5.685249,2.037307,11.05147,1.855102,11.36885
2024-03-07 01:52:28,1.70978E+12,87.15363,"[{""N"":""560.9031""},{""N"":""559.1165""},{""N"":""1474.563""}]",87.15363,33.1875,2.87,1.126653,4.428227,2.022743,11.14014,1.701629,10.57652
2024-03-07 01:51:29,1.70978E+12,87.49438,"[{""N"":""565.028""},{""N"":""591.355""},{""N"":""1490.557""}]",87.49438,33.1875,3.05,1.248845,5.284087,2.0698,11.13189,1.860392,11.31719
2024-03-07 01:50:28,1.70978E+12,89.88824,"[{""N"":""507.804""},{""N"":""575.7298""},{""N"":""1467.859""}]",89.88824,33.1875,3.04,1.246568,5.397155,2.051806,10.99779,1.860711,11.29952
2024-03-07 01:49:29,1.70978E+12,90.5527,"[{""N"":""566.1062""},{""N"":""556.3096""},{""N"":""1492.729""}]",90.5527,33.1875,3.02,1.241507,5.396213,2.066471,11.16513,1.819741,11.32633
2024-03-07 01:48:28,1.70978E+12,87.33104,"[{""N"":""470.5282""},{""N"":""660.6978""},{""N"":""1468.165""}]",87.33104,33.1875,2.92,1.195125,5.51195,1.97032,11.05692,1.794108,11.2032
2024-03-07 01:47:29,1.70978E+12,87.26711,"[{""N"":""510.7992""},{""N"":""574.1667""},{""N"":""1460.661""}]",87.26711,33.1875,2.86,1.149055,4.385556,1.989147,10.69787,1.69739,10.20971
2024-03-07 01:46:28,1.70978E+12,86.47594,"[{""N"":""490.4084""},{""N"":""715.3471""},{""N"":""1481.409""}]",86.47594,33.1875,2.96,1.191128,5.008215,2.058497,11.16092,1.756791,10.88739
2024-03-07 01:45:29,1.70978E+12,88.53494,"[{""N"":""481.9901""},{""N"":""721.3336""},{""N"":""1489.001""}]",88.53494,33.1875,2.96,1.190786,4.362121,2.073848,11.07693,1.75218,10.61914
2024-03-07 01:43:07,1.70978E+12,90.74885,"[{""N"":""483.1232""},{""N"":""660.8752""},{""N"":""1489.672""}]",90.74885,33.1875,2.96,1.216554,5.318458,1.990939,11.42954,1.823614,11.69795
2024-03-07 01:42:06,1.70978E+12,88.37653,"[{""N"":""558.8669""},{""N"":""613.3279""},{""N"":""1495.036""}]",88.37653,33.1875,2.84,1.117429,3.986292,1.991824,11.2067,1.695507,10.51026
2024-03-07 01:41:07,1.70978E+12,88.06562,"[{""N"":""543.8519""},{""N"":""623.4486""},{""N"":""1483.736""}]",88.06562,33.1875,2.84,1.137288,4.902679,1.933714,10.524,1.748021,10.55915
2024-03-07 01:40:06,1.70978E+12,86.80522,"[{""N"":""489.1191""},{""N"":""637.9683""},{""N"":""1491.818""}]",86.80522,33.1875,2.9,1.207636,5.302547,2.003678,10.80522,1.717612,10.84866
2024-03-07 01:39:07,1.70978E+12,88.30966,"[{""N"":""517.2509""},{""N"":""569.5188""},{""N"":""1475.354""}]",88.30966,33.1875,3.04,1.259567,5.377096,2.081021,11.67267,1.829753,11.59573
2024-03-07 01:38:06,1.70978E+12,88.59993,"[{""N"":""473.0885""},{""N"":""717.4423""},{""N"":""1480.126""}]",88.59993,33.1875,2.94,1.198964,5.324373,2.010197,11.04984,1.782922,10.94435
2024-03-07 01:37:07,1.70978E+12,89.99123,"[{""N"":""489.3708""},{""N"":""619.9473""},{""N"":""1472.373""}]",89.99123,33.1875,2.95,1.130022,4.357986,2.09679,11.72003,1.732049,10.98173
2024-03-07 01:36:06,1.70978E+12,88.19815,"[{""N"":""486.472""},{""N"":""717.5053""},{""N"":""1474.467""}]",88.19815,33.1875,2.94,1.206019,4.843981,2.004634,10.99992,1.782257,10.9191
2024-03-07 01:35:07,1.70978E+12,87.56143,"[{""N"":""471.4363""},{""N"":""679.9006""},{""N"":""1480.475""}]",87.56143,33.1875,3.01,1.208919,5.472956,2.085195,11.09053,1.803093,11.3129
2024-03-07 01:34:06,1.70978E+12,87.09399,"[{""N"":""519.435""},{""N"":""667.4578""},{""N"":""1481.388""}]",87.09399,33.25,2.95,1.21176,5.775214,1.994335,10.97802,1.811838,11.26747
2024-03-07 01:33:07,1.70978E+12,93.11655,"[{""N"":""471.9982""},{""N"":""703.5804""},{""N"":""1471.105""}]",93.11655,33.3125,3.07,1.276385,5.312823,2.124641,11.27782,1.81733,11.28481
2024-03-07 01:32:06,1.70978E+12,91.13381,"[{""N"":""493.5666""},{""N"":""698.2939""},{""N"":""1460.184""}]",91.13381,33.3125,2.84,1.074336,4.407469,1.974258,11.20923,1.7324,10.89245
2024-03-07 01:31:07,1.70978E+12,88.10766,"[{""N"":""482.5421""},{""N"":""617.685""},{""N"":""1453.415""}]",88.10766,33.375,2.89,1.119423,4.3509,2.032969,11.43246,1.730376,10.87546
2024-03-07 01:30:06,1.70978E+12,86.95309,"[{""N"":""470.9673""},{""N"":""621.5176""},{""N"":""1432.479""}]",86.95309,33.375,3.12,1.30202,5.484334,2.110569,11.55469,1.887313,11.58003
2024-03-07 01:29:07,1.70977E+12,86.8979,"[{""N"":""518.6436""},{""N"":""659.7875""},{""N"":""1451.188""}]",86.8979,33.375,3.11,1.309749,5.868146,2.111723,11.63935,1.87512,11.82024
2024-03-07 01:28:06,1.70977E+12,87.51409,"[{""N"":""550.042""},{""N"":""587.1144""},{""N"":""1463.746""}]",87.51409,33.3125,3.17,1.326289,5.566421,2.167325,12.05199,1.898627,11.97216
2024-03-07 01:27:07,1.70977E+12,88.28965,"[{""N"":""467.5519""},{""N"":""717.8948""},{""N"":""1457.824""}]",88.28965,33.3125,2.98,1.172351,4.836478,2.077216,11.18635,1.794545,10.92652
2024-03-07 01:26:06,1.70977E+12,88.95788,"[{""N"":""459.0387""},{""N"":""718.6628""},{""N"":""1427.429""}]",88.95788,33.3125,3.12,1.334498,5.567662,2.135728,11.02928,1.841029,11.13901
2024-03-07 01:25:07,1.70977E+12,86.58474,"[{""N"":""545.8795""},{""N"":""555.5107""},{""N"":""1427.372""}]",86.58474,33.3125,2.95,1.135563,4.823267,2.057986,11.1793,1.781358,10.90372
2024-03-07 01:24:06,1.70977E+12,87.55995,"[{""N"":""526.6677""},{""N"":""615.8494""},{""N"":""1433.011""}]",87.55995,33.375,3.16,1.303824,5.253136,2.192466,11.6184,1.872374,11.52638
2024-03-07 01:23:07,1.70977E+12,94.39362,"[{""N"":""495.1482""},{""N"":""560.9709""},{""N"":""1410.743""}]",94.39362,33.375,3.07,1.246629,5.526047,2.110635,11.51832,1.847345,11.56797
2024-03-07 01:22:06,1.70977E+12,89.24759,"[{""N"":""543.1617""},{""N"":""549.1""},{""N"":""1416.648""}]",89.24759,33.375,2.96,1.168533,4.204341,2.107875,11.38942,1.725579,10.63692
2024-03-07 01:21:07,1.70977E+12,86.95551,"[{""N"":""475.256""},{""N"":""682.8756""},{""N"":""1474.694""}]",86.95551,33.375,2.96,1.131156,3.868024,2.116717,11.34756,1.730945,10.50364
2024-03-07 01:20:06,1.70977E+12,90.7692,"[{""N"":""461.6431""},{""N"":""622.3591""},{""N"":""1404.227""}]",90.7692,33.375,2.89,1.129006,4.518815,2.010233,11.06041,1.742716,10.60131
2024-03-07 01:19:07,1.70977E+12,87.45377,"[{""N"":""478.2663""},{""N"":""692.3586""},{""N"":""1418.669""}]",87.45377,33.375,3.04,1.247758,5.62583,2.04696,11.40253,1.862205,11.58191
2024-03-07 01:18:06,1.70977E+12,87.68378,"[{""N"":""477.9594""},{""N"":""708.3138""},{""N"":""1437.923""}]",87.68378,33.375,2.9,1.100886,4.256063,2.031924,11.40951,1.754766,10.86382
2024-03-07 01:17:07,1.70977E+12,88.28358,"[{""N"":""500.0361""},{""N"":""561.9871""},{""N"":""1429.911""}]",88.28358,33.375,2.91,1.218738,4.986563,1.968152,11.05754,1.763554,11.0921
2024-03-07 01:16:06,1.70977E+12,87.84016,"[{""N"":""485.8411""},{""N"":""594.6558""},{""N"":""1438.847""}]",87.84016,33.375,2.91,1.136769,5.007297,2.010429,11.47591,1.775234,11.28529
2024-03-07 01:15:07,1.70977E+12,86.84953,"[{""N"":""504.8207""},{""N"":""643.3397""},{""N"":""1420.908""}]",86.84953,33.3125,3.02,1.233811,4.970624,2.066253,11.35191,1.823818,11.32621
2024-03-07 01:12:47,1.70977E+12,87.63077,"[{""N"":""457.9029""},{""N"":""665.3127""},{""N"":""1436.354""}]",87.63077,33.3125,3.06,1.240918,5.635927,2.054661,11.70792,1.891897,11.88944
2024-03-07 01:11:46,1.70977E+12,86.99554,"[{""N"":""456.3756""},{""N"":""663.2021""},{""N"":""1427.874""}]",86.99554,33.25,3.05,1.24024,5.381542,2.082055,11.58975,1.855436,11.72581
2024-03-07 01:10:47,1.70977E+12,87.44171,"[{""N"":""504.1901""},{""N"":""661.3701""},{""N"":""1433.449""}]",87.44171,33.1875,3.01,1.235236,4.745363,2.086584,11.19328,1.779587,11.02319
2024-03-07 01:09:46,1.70977E+12,88.1601,"[{""N"":""458.869""},{""N"":""711.9973""},{""N"":""1426.236""}]",88.1601,33.1875,2.9,1.16668,4.566761,2.012046,10.92996,1.739355,10.60523
2024-03-07 01:08:47,1.70977E+12,92.51123,"[{""N"":""545.3683""},{""N"":""566.3732""},{""N"":""1433.961""}]",92.51123,33.125,2.94,1.144605,4.172761,2.085104,11.10065,1.730609,10.45756
2024-03-07 01:07:46,1.70977E+12,89.52185,"[{""N"":""529.0194""},{""N"":""610.0923""},{""N"":""1432.257""}]",89.52185,33.125,2.98,1.188924,4.568079,2.092674,11.20914,1.762918,10.93733
2024-03-07 01:06:47,1.70977E+12,88.81618,"[{""N"":""474.8915""},{""N"":""599.5707""},{""N"":""1428.833""}]",88.81618,33.0625,2.89,1.083282,4.000148,2.061134,11.16672,1.713514,10.388
2024-03-07 01:05:46,1.70977E+12,89.05443,"[{""N"":""492.1884""},{""N"":""583.3159""},{""N"":""1440.656""}]",89.05443,33.0625,3,1.225138,5.588289,2.026553,11.24117,1.844464,11.60605
2024-03-07 01:04:47,1.70977E+12,88.54944,"[{""N"":""480.5575""},{""N"":""702.3423""},{""N"":""1433.175""}]",88.54944,33.0625,3.1,1.299858,5.527324,2.100605,11.10958,1.865143,11.30793
2024-03-07 01:03:46,1.70977E+12,88.2526,"[{""N"":""461.2691""},{""N"":""724.5715""},{""N"":""1434.512""}]",88.2526,33.0625,3,1.182436,5.129817,2.058489,11.18607,1.827294,11.16769
2024-03-07 01:02:47,1.70977E+12,87.40145,"[{""N"":""537.7287""},{""N"":""601.8501""},{""N"":""1436.197""}]",87.40145,33.0625,2.95,1.194296,4.997729,2.019149,11.18061,1.795362,11.23397
2024-03-07 01:01:46,1.70977E+12,89.05104,"[{""N"":""467.2793""},{""N"":""713.601""},{""N"":""1422.789""}]",89.05104,33,3.08,1.287031,5.328263,2.10298,11.22987,1.840524,11.26288
2024-03-07 01:00:47,1.70977E+12,88.5436,"[{""N"":""531.4104""},{""N"":""607.3555""},{""N"":""1426.403""}]",88.5436,33,2.88,1.119689,4.713509,1.980122,11.13841,1.7584,11.02159
2024-03-07 00:59:46,1.70977E+12,88.76556,"[{""N"":""489.5779""},{""N"":""692.4398""},{""N"":""1426.014""}]",88.76556,33.0625,3.12,1.289199,5.368909,2.139385,11.49698,1.871135,11.42062
2024-03-07 00:58:47,1.70977E+12,88.31747,"[{""N"":""539.1921""},{""N"":""547.3569""},{""N"":""1463.613""}]",88.31747,33.0625,3.05,1.229939,5.211529,2.101675,11.3916,1.836425,11.32791
2024-03-07 00:57:46,1.70977E+12,88.32202,"[{""N"":""524.1883""},{""N"":""559.8998""},{""N"":""1455.769""}]",88.32202,33.0625,2.93,1.201226,4.970643,1.999812,10.77361,1.780065,10.83809
2024-03-07 00:56:47,1.70977E+12,89.85062,"[{""N"":""513.7367""},{""N"":""679.9776""},{""N"":""1471.461""}]",89.85062,33.0625,2.96,1.138755,3.874156,2.135175,11.21128,1.697994,10.29973
2024-03-07 00:55:46,1.70977E+12,86.79457,"[{""N"":""547.6313""},{""N"":""572.8174""},{""N"":""1440.765""}]",86.79457,33.0625,2.95,1.138822,3.826399,2.101785,11.28281,1.72913,10.39135
2024-03-07 00:54:47,1.70977E+12,88.00036,"[{""N"":""490.2614""},{""N"":""703.359""},{""N"":""1449.78""}]",88.00036,33.0625,2.99,1.217218,4.59586,2.083355,10.95842,1.762486,10.61238
2024-03-07 00:53:46,1.70977E+12,88.54905,"[{""N"":""553.2402""},{""N"":""601.5512""},{""N"":""1470.009""}]",88.54905,33.0625,2.84,1.134641,3.965571,1.998871,10.48483,1.676471,9.959346
2024-03-07 00:52:47,1.70977E+12,88.28039,"[{""N"":""475.0193""},{""N"":""717.5952""},{""N"":""1457.594""}]",88.28039,33.0625,3.02,1.226504,5.578878,2.070144,11.47246,1.822304,11.67988
2024-03-07 00:51:46,1.70977E+12,88.8574,"[{""N"":""530.0276""},{""N"":""647.4852""},{""N"":""1462.453""}]",88.8574,33.0625,3.03,1.283893,4.909093,2.121138,10.5667,1.744887,10.39967
2024-03-07 00:50:47,1.70977E+12,87.72059,"[{""N"":""470.4216""},{""N"":""685.4357""},{""N"":""1465.031""}]",87.72059,33.0625,2.99,1.199463,4.41522,2.133553,11.04265,1.724486,10.47964
2024-03-07 00:49:46,1.70977E+12,88.13459,"[{""N"":""477.011""},{""N"":""722.8233""},{""N"":""1467.211""}]",88.13459,33.125,2.92,1.197976,4.618099,2.029558,11.26599,1.725398,10.65908
2024-03-07 00:48:47,1.70977E+12,87.28186,"[{""N"":""519.342""},{""N"":""561.4797""},{""N"":""1455.091""}]",87.28186,33.1875,3.02,1.221724,5.562207,2.051429,11.42231,1.845206,11.54432
2024-03-07 00:47:46,1.70977E+12,89.19022,"[{""N"":""498.2131""},{""N"":""588.2957""},{""N"":""1455.092""}]",89.19022,33.1875,3.04,1.276282,5.42404,2.041001,11.09567,1.850226,11.31217
2024-03-07 00:46:47,1.70977E+12,87.51659,"[{""N"":""496.9968""},{""N"":""689.9406""},{""N"":""1447.237""}]",87.51659,33.25,2.92,1.158205,4.692965,2.037804,10.84624,1.743841,10.57418
2024-03-07 00:45:46,1.70977E+12,93.06292,"[{""N"":""481.7446""},{""N"":""712.6892""},{""N"":""1448.965""}]",93.06292,33.25,2.91,1.106344,4.816095,2.037404,11.57022,1.761367,11.02371
2024-03-07 00:44:47,1.70977E+12,90.26484,"[{""N"":""545.7448""},{""N"":""550.0776""},{""N"":""1467.576""}]",90.26484,33.3125,3.03,1.21251,4.726078,2.131208,11.20163,1.786085,10.86948
2024-03-07 00:42:27,1.70977E+12,87.93118,"[{""N"":""527.6191""},{""N"":""563.2753""},{""N"":""1479.324""}]",87.93118,33.375,2.97,1.168076,4.605554,2.081308,11.34306,1.767493,11.05461
2024-03-07 00:41:27,1.70977E+12,88.15607,"[{""N"":""475.4932""},{""N"":""678.4306""},{""N"":""1481.971""}]",88.15607,33.4375,3.03,1.223747,5.417371,2.110491,11.12202,1.798479,10.95901
2024-03-07 00:40:27,1.70977E+12,88.86988,"[{""N"":""535.062""},{""N"":""567.6356""},{""N"":""1479.038""}]",88.86988,33.4375,3.01,1.236218,5.477565,2.050469,11.05292,1.817646,11.23817
2024-03-07 00:39:27,1.70977E+12,87.83035,"[{""N"":""491.2179""},{""N"":""725.0272""},{""N"":""1504.669""}]",87.83035,33.5,2.88,1.07032,3.81054,2.068003,11.32768,1.70036,10.29406
2024-03-07 00:38:27,1.70977E+12,87.76968,"[{""N"":""483.5048""},{""N"":""682.6848""},{""N"":""1502.946""}]",87.76968,33.5625,3.06,1.281947,5.517876,2.082705,11.04135,1.831331,11.1132
2024-03-07 00:37:27,1.70977E+12,87.11677,"[{""N"":""528.5057""},{""N"":""668.6257""},{""N"":""1484.594""}]",87.11677,33.625,3.04,1.263129,5.64986,2.05063,11.03819,1.856404,11.31583
2024-03-07 00:36:27,1.70977E+12,87.65874,"[{""N"":""491.652""},{""N"":""720.1752""},{""N"":""1503.793""}]",87.65874,33.6875,3.09,1.261143,5.685788,2.095562,11.27908,1.887174,11.49712
2024-03-07 00:35:27,1.70977E+12,88.60153,"[{""N"":""569.5329""},{""N"":""605.3873""},{""N"":""1500.048""}]",88.60153,33.6875,2.99,1.155699,4.101837,2.143653,11.64632,1.739029,10.69502
2024-03-07 00:34:27,1.70977E+12,88.01634,"[{""N"":""498.1812""},{""N"":""717.0834""},{""N"":""1497.025""}]",88.01634,33.75,3.04,1.238214,5.350728,2.08268,11.48382,1.838021,11.4853
2024-03-07 00:33:27,1.70977E+12,89.29342,"[{""N"":""558.0135""},{""N"":""616.0573""},{""N"":""1497.368""}]",89.29342,33.8125,3.08,1.267893,5.148662,2.137816,11.47342,1.823915,11.23109
2024-03-07 00:32:27,1.70977E+12,87.75703,"[{""N"":""488.5311""},{""N"":""712.9824""},{""N"":""1514.907""}]",87.75703,33.875,3.02,1.218657,5.126513,2.079511,11.38383,1.821785,11.30981
2024-03-07 00:31:27,1.70977E+12,87.64301,"[{""N"":""521.5712""},{""N"":""698.9298""},{""N"":""1507.625""}]",87.64301,33.9375,3.06,1.189649,4.504741,2.167191,11.95748,1.799135,11.30381
2024-03-07 00:30:27,1.70977E+12,88.05458,"[{""N"":""529.9597""},{""N"":""573.5368""},{""N"":""1496.019""}]",88.05458,33.9375,2.96,1.173187,4.794204,2.054251,11.12347,1.786188,10.86555
2024-03-07 00:29:27,1.70977E+12,88.26398,"[{""N"":""485.0213""},{""N"":""626.6874""},{""N"":""1474.71""}]",88.26398,33.9375,3.11,1.293705,5.663665,2.100224,11.46855,1.892891,11.70246
2024-03-07 00:28:27,1.70977E+12,87.13903,"[{""N"":""556.595""},{""N"":""564.4731""},{""N"":""1529.344""}]",87.13903,33.9375,3.11,1.229611,5.777503,2.114086,11.37731,1.914209,11.74769
2024-03-07 00:27:27,1.70977E+12,89.05541,"[{""N"":""492.8869""},{""N"":""665.2735""},{""N"":""1509.79""}]",89.05541,33.9375,2.94,1.216077,5.034071,1.994265,11.00048,1.784674,11.06812
2024-03-07 00:26:27,1.70977E+12,87.77729,"[{""N"":""560.4984""},{""N"":""558.8899""},{""N"":""1474.409""}]",87.77729,33.9375,3,1.213382,5.50572,2.023277,11.18576,1.847755,11.41723
